Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,200.363998,201.072998,198.608994,199.526993,154.041809,457765
2014-01-02,199.455002,203.272995,194.544998,195.473007,150.911972,1800244
2014-01-03,193.272995,195.417999,190.182007,194.000000,149.774765,1995444
2014-01-06,193.817993,193.891006,188.182007,189.218002,146.082886,1927217
2014-01-07,189.981995,192.563995,186.382004,190.899994,147.381439,2056769
2014-01-08,192.544998,193.272995,189.563995,191.645004,147.956635,1167969
2014-01-09,192.727005,193.682007,189.600006,191.182007,147.599167,2034307
2014-01-10,191.044998,191.817993,184.544998,186.281998,143.816208,1505515
2014-01-13,187.063995,193.173004,186.727005,192.035995,148.258484,1199864
2014-01-14,191.800003,192.800003,186.727005,188.645004,145.640518,986222
2014-01-15,189.363998,194.264008,189.363998,192.427002,148.560349,1731356
2014-01-16,194.182007,195.608994,190.709000,192.882004,148.911621,1630871
2014-01-17,190.927002,193.072998,187.636002,188.182007,145.283081,1832523
2014-01-20,188.182007,190.455002,186.908997,189.835999,146.560013,862868
2014-01-21,190.955002,197.272995,190.673004,196.145004,151.430786,2163315
2014-01-22,196.363998,198.272995,194.373001,197.645004,152.588821,1590699
2014-01-23,198.363998,198.363998,194.908997,196.199997,151.473251,1106716
2014-01-24,194.182007,195.227005,191.436005,192.354996,148.504761,810194
2014-01-27,188.363998,188.826996,183.272995,183.645004,141.780350,1359380
2014-01-28,183.917999,187.091003,177.936005,185.300003,143.058075,2213184
2014-01-29,187.272995,189.264008,181.126999,182.173004,140.643921,3435641
2014-01-30,179.091003,180.464005,175.455002,177.227005,136.825409,2673764
2014-01-31,178.908997,180.908997,176.363998,179.727005,138.755524,1225658
2014-02-03,178.964005,178.964005,173.817993,175.218002,135.274399,1251085
2014-02-04,172.727005,176.981995,171.682007,176.382004,136.173080,1418791
2014-02-05,177.235992,177.636002,173.654999,175.664001,135.618713,1414440
2014-02-06,176.335999,177.255005,172.000000,174.108994,134.418213,1795607
2014-02-07,176.363998,176.455002,173.035995,174.863998,135.001099,1163200
2014-02-10,175.636002,176.000000,173.817993,174.464005,134.692307,713894
2014-02-11,175.445007,176.891006,174.945007,176.199997,136.032547,589919
2014-02-12,177.636002,182.000000,177.445007,181.682007,140.264832,1618601
2014-02-13,182.000000,183.436005,177.636002,178.399994,137.731018,961593
2014-02-14,179.272995,180.182007,176.363998,179.709000,138.741623,928070
2014-02-17,180.000000,184.363998,179.791000,183.535995,141.696213,839575
2014-02-18,183.817993,190.182007,182.617996,188.682007,145.669083,1517379
2014-02-19,187.908997,189.455002,186.800003,187.391006,144.672379,797110
2014-02-20,184.727005,185.699997,183.018005,183.354996,141.556442,594748
2014-02-21,184.317993,187.755005,184.145004,186.317993,143.843964,1257778
2014-02-24,185.636002,189.455002,185.164001,188.399994,145.451370,1069436
2014-02-25,189.136002,190.690994,186.382004,187.399994,144.679321,1086151
2014-02-26,188.000000,189.072998,186.917999,188.436005,145.479156,460917
2014-02-28,189.182007,190.544998,187.445007,189.764008,146.504440,711392
2014-03-03,188.981995,191.018005,185.863998,187.209000,144.531845,808946
2014-03-04,187.863998,194.908997,187.863998,194.235992,149.956970,1228579
2014-03-05,195.091003,200.000000,193.800003,199.481995,154.007050,1284652
2014-03-06,200.582001,207.164001,200.582001,206.117996,159.130280,1667727
2014-03-07,206.544998,223.718002,206.544998,218.417999,168.626297,4108770
2014-03-10,214.908997,220.764008,214.908997,217.054993,167.574020,2240326
2014-03-11,217.272995,223.981995,216.572998,217.899994,168.226395,3031435
2014-03-12,216.772995,222.363998,215.091003,220.136002,169.952667,1949519
2014-03-13,220.126999,225.682007,220.000000,221.500000,171.005722,2036364
2014-03-14,218.727005,221.582001,216.082001,220.682007,170.374207,1967295
2014-03-18,220.399994,223.817993,218.145004,219.054993,169.118088,1080552
2014-03-19,220.000000,222.363998,218.727005,220.044998,169.882401,1438948
2014-03-20,219.272995,221.636002,217.636002,218.345001,168.569962,1418901
2014-03-21,219.955002,220.544998,217.044998,218.000000,168.303604,2884052
2014-03-22,null,null,null,null,null,null
2014-03-24,219.000000,226.908997,219.000000,225.891006,174.395737,2818040
2014-03-25,225.345001,228.854996,224.363998,227.735992,175.820129,1462291
2014-03-26,230.054993,230.617996,227.544998,228.526993,176.430801,1504960
2014-03-27,227.863998,231.436005,226.636002,229.000000,176.796005,2381000
2014-03-28,230.182007,230.908997,227.272995,228.863998,176.690979,1288854
2014-03-31,230.936005,231.281998,225.636002,226.445007,174.823441,724867
2014-04-01,226.363998,228.817993,221.654999,222.509003,171.784714,1524078
2014-04-02,223.817993,227.455002,223.817993,225.917999,174.416580,1722166
2014-04-03,225.845001,226.009003,222.835999,224.582001,173.385132,2479186
2014-04-04,224.000000,226.326996,221.044998,223.699997,172.704193,1872305
2014-04-07,222.727005,230.727005,216.727005,219.826996,169.714111,524755
2014-04-09,220.000000,229.518005,220.000000,229.009003,176.802948,1060164
2014-04-10,227.455002,230.718002,225.326996,226.572998,174.922256,1170702
2014-04-11,225.091003,225.654999,223.100006,224.636002,173.426834,1221226
2014-04-15,224.791000,225.563995,220.800003,221.464005,170.977921,513546
2014-04-16,221.218002,224.899994,220.908997,222.235992,171.573944,822360
2014-04-17,224.772995,231.455002,223.126999,229.455002,177.147263,1970931
2014-04-21,230.000000,234.755005,228.709000,233.009003,179.891098,1340444
2014-04-22,232.908997,235.617996,230.964005,234.164001,180.782791,1473280
2014-04-23,232.000000,237.145004,232.000000,236.190994,182.347672,1113084
2014-04-24,236.190994,236.190994,236.190994,236.190994,182.347672,0
2014-04-25,236.363998,239.608994,228.764008,230.781998,178.171738,2288638
2014-04-28,230.908997,233.408997,227.445007,231.608994,178.810211,1474550
2014-04-29,231.817993,232.145004,227.509003,229.464005,177.154221,735796
2014-04-30,229.455002,232.535995,224.544998,226.326996,174.732330,1387925
2014-05-02,227.636002,229.817993,226.917999,227.600006,175.715118,976806
2014-05-05,228.000000,232.227005,225.244995,228.026993,176.044785,892205
