Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,260.299988,261.000000,257.640015,258.440002,238.275757,2849425
2014-01-02,258.399994,265.000000,252.669998,254.460007,234.606277,12972060
2014-01-03,251.600006,253.899994,249.119995,252.179993,232.504150,12018740
2014-01-06,251.509995,252.399994,248.320007,251.259995,231.655945,9181445
2014-01-07,251.500000,253.160004,243.100006,246.850006,227.590042,15100310
2014-01-08,248.000000,249.000000,241.429993,242.350006,223.441132,13901845
2014-01-09,241.000000,242.110001,235.240005,236.970001,218.480896,25553735
2014-01-10,238.789993,239.309998,231.779999,232.809998,214.645477,19877740
2014-01-13,233.000000,240.000000,233.000000,236.979996,218.490112,8470360
2014-01-14,237.000000,238.710007,233.850006,235.410004,217.042603,12100565
2014-01-15,237.000000,237.600006,233.279999,235.660004,217.273117,14202760
2014-01-16,237.000000,239.500000,233.740005,235.229996,216.876663,18979890
2014-01-17,235.600006,237.600006,229.000000,230.589996,212.598679,18932820
2014-01-20,228.539993,233.600006,226.460007,232.639999,214.488724,9875240
2014-01-21,232.979996,238.440002,231.699997,237.710007,219.163177,10979910
2014-01-22,237.199997,240.479996,234.619995,237.770004,219.218475,11839660
2014-01-23,236.649994,244.039993,236.270004,243.199997,224.224808,15027160
2014-01-24,240.600006,245.759995,239.000000,240.919998,222.122711,14064340
2014-01-27,235.199997,236.720001,231.000000,232.220001,214.101517,10879550
2014-01-28,231.399994,235.800003,223.059998,224.350006,206.845551,12651355
2014-01-29,226.059998,229.990005,224.240005,228.050003,210.256851,10925525
2014-01-30,224.600006,225.740005,221.000000,221.759995,204.457626,11477500
2014-01-31,222.639999,225.399994,222.070007,224.589996,207.066818,5722790
2014-02-03,222.419998,226.779999,222.139999,224.779999,207.241989,6931690
2014-02-04,221.350006,225.470001,220.199997,224.360001,206.854767,8545405
2014-02-05,225.000000,226.000000,222.300003,224.740005,207.205124,7306550
2014-02-06,225.020004,227.199997,219.710007,220.589996,203.378906,10324800
2014-02-07,224.009995,225.880005,222.139999,225.089996,207.527817,6262595
2014-02-10,226.389999,227.880005,222.410004,223.789993,206.329224,4396885
2014-02-11,224.669998,226.360001,223.279999,224.190002,206.698029,4572215
2014-02-12,226.000000,226.600006,222.869995,223.919998,206.449097,7384095
2014-02-13,224.039993,224.960007,219.300003,220.300003,203.111557,5899360
2014-02-14,221.800003,222.199997,216.520004,220.610001,203.397354,8778435
2014-02-17,222.199997,224.000000,221.000000,223.050003,205.646973,3941195
2014-02-18,223.000000,235.300003,221.710007,233.080002,214.894394,10684885
2014-02-19,232.899994,235.600006,231.600006,233.229996,215.032700,7007375
2014-02-20,230.800003,234.380005,229.289993,231.570007,213.502228,9773920
2014-02-21,232.000000,239.600006,232.000000,238.669998,220.048248,9309810
2014-02-24,237.000000,248.979996,236.589996,247.639999,228.318390,12811810
2014-02-25,248.199997,250.199997,245.029999,247.350006,228.051025,9506545
2014-02-26,246.399994,249.399994,245.639999,247.850006,228.512009,9380195
2014-02-28,248.100006,254.320007,247.619995,253.410004,233.638199,9366255
2014-03-03,252.000000,257.140015,249.520004,251.100006,231.508438,9655975
2014-03-04,251.000000,260.980011,251.000000,258.709991,238.524658,11947275
2014-03-05,260.000000,262.839996,258.809998,261.529999,241.124649,13213960
2014-03-06,261.579987,267.000000,261.399994,265.899994,245.153687,9941880
2014-03-07,266.799988,284.730011,265.859985,281.359985,259.407440,23583950
2014-03-10,278.399994,288.359985,278.399994,285.309998,263.049255,16911865
2014-03-11,285.200012,290.600006,282.010010,283.500000,261.380493,19830435
2014-03-12,283.500000,284.980011,278.410004,279.579987,257.766296,10747045
2014-03-13,281.980011,285.000000,275.010010,276.230011,254.677719,10533955
2014-03-14,274.200012,274.200012,266.200012,270.980011,249.837341,13711595
2014-03-18,273.000000,276.600006,268.579987,269.820007,248.767868,9473510
2014-03-19,271.600006,279.790009,270.269989,277.109985,255.489029,20189155
2014-03-20,272.299988,276.679993,269.149994,271.470001,250.289108,12914880
2014-03-21,267.000000,282.390015,264.420013,278.850006,257.093323,64854420
2014-03-22,null,null,null,null,null,null
2014-03-24,280.380005,285.000000,278.850006,282.140015,260.126617,15594445
2014-03-25,282.279999,284.190002,279.230011,280.179993,258.319519,8412610
2014-03-26,282.309998,287.519989,281.170013,286.019989,263.703857,13856980
2014-03-27,286.000000,293.779999,283.200012,285.989990,263.676178,21452140
2014-03-28,286.959991,293.980011,286.010010,292.390015,269.576874,10456480
2014-03-31,294.200012,295.000000,290.019989,292.100006,269.309479,10543390
2014-04-01,294.000000,295.779999,290.709991,293.700012,270.784668,11106200
2014-04-02,291.600006,294.929993,287.480011,293.429993,270.535706,6919030
2014-04-03,293.779999,293.779999,285.619995,286.970001,264.579773,5572305
2014-04-04,286.000000,290.100006,283.600006,285.630005,263.344330,8209800
2014-04-07,285.579987,287.910004,282.019989,284.410004,262.219482,5393885
2014-04-09,285.700012,298.000000,284.230011,296.790009,273.633606,8360910
2014-04-10,296.890015,303.519989,295.149994,300.739990,277.275391,10369990
2014-04-11,297.000000,301.329987,296.000000,299.149994,275.809418,5411945
2014-04-15,298.799988,299.070007,286.859985,289.040009,266.488220,4690300
2014-04-16,289.399994,292.940002,285.399994,286.390015,264.045013,4174880
2014-04-17,287.399994,294.529999,287.399994,292.929993,270.074707,6318240
2014-04-21,294.000000,302.000000,293.799988,300.760010,277.293823,5660175
2014-04-22,301.200012,302.359985,297.619995,300.019989,276.611542,4972865
2014-04-23,298.399994,306.769989,298.399994,303.959991,280.244110,8169030
2014-04-24,303.959991,303.959991,303.959991,303.959991,280.244110,0
2014-04-25,304.399994,309.600006,300.230011,306.540009,282.622833,12287160
2014-04-28,310.000000,310.959991,305.000000,305.910004,282.041962,8868885
2014-04-29,307.200012,308.989990,301.540009,305.679993,281.829956,5984595
2014-04-30,307.579987,309.700012,299.429993,303.440002,279.764740,6673185
2014-05-02,305.070007,307.739990,303.700012,306.029999,282.152679,4528060
2014-05-05,307.190002,312.980011,304.299988,310.309998,286.098694,7227275
2014-05-06,311.000000,312.649994,305.700012,307.390015,283.406525,5337910
2014-05-07,306.739990,311.200012,303.339996,307.540009,283.544830,6034730
2014-05-08,308.399994,311.880005,306.600006,310.750000,286.504364,6485510
2014-05-09,311.179993,330.000000,309.549988,325.799988,300.380096,11327365
2014-05-12,330.600006,338.350006,327.820007,329.309998,303.616211,9777475
2014-05-13,335.000000,336.399994,328.000000,329.750000,304.021912,9343160
2014-05-14,330.399994,334.000000,326.070007,327.299988,301.763092,6712060
2014-05-15,328.000000,334.980011,327.809998,332.809998,306.843201,7888990
2014-05-16,350.000000,369.809998,336.799988,351.000000,323.613922,19275385
2014-05-19,355.399994,379.880005,355.399994,371.920013,342.901703,11546880
2014-05-20,374.000000,378.559998,368.209991,371.390015,342.413055,6207320
2014-05-21,371.600006,373.440002,362.010010,363.029999,334.705322,5343765
2014-05-22,365.799988,371.600006,361.019989,368.329987,339.591797,4446910
2014-05-23,369.250000,374.690002,368.000000,372.899994,343.805237,5853140
2014-05-26,375.399994,385.760010,369.600006,374.589996,345.363373,8715260
2014-05-27,371.820007,374.459991,366.010010,369.809998,340.956299,4665425
2014-05-28,369.809998,375.000000,365.049988,371.980011,342.957031,5950100
2014-05-29,371.799988,378.679993,370.100006,373.140015,344.026550,10555410
2014-05-30,373.799988,373.799988,364.799988,367.230011,338.577637,3890590
2014-06-02,366.450012,381.399994,364.510010,380.170013,350.507965,5954760
2014-06-03,381.980011,384.980011,377.600006,379.929993,350.286713,6000185
2014-06-04,378.399994,386.600006,376.220001,384.940002,354.905853,4109700
2014-06-05,385.000000,390.000000,383.399994,389.269989,358.897980,5422885
2014-06-06,391.079987,396.700012,389.019989,394.720001,363.922791,4047810
2014-06-09,397.000000,397.920013,392.179993,393.450012,362.751892,3942460
2014-06-10,393.600006,393.869995,385.059998,386.500000,356.344147,4218745
2014-06-11,387.209991,393.700012,385.600006,388.160004,357.874634,4870360
2014-06-12,384.799988,385.600006,378.489990,380.549988,369.918427,4192650
2014-06-13,379.799988,381.579987,362.140015,363.600006,353.441986,6276850
2014-06-16,362.399994,364.399994,350.000000,354.619995,344.712860,6851985
2014-06-17,354.000000,369.600006,352.109985,367.920013,357.641327,7990990
2014-06-18,369.000000,375.179993,364.609985,369.700012,359.371613,9690125
2014-06-19,370.420013,373.399994,365.260010,368.359985,358.069000,5141745
2014-06-20,366.000000,376.739990,365.600006,373.269989,362.841797,5838570
2014-06-23,372.399994,377.989990,371.010010,376.589996,366.069061,5348310
2014-06-24,376.200012,386.000000,376.200012,385.000000,374.244141,5401370
2014-06-25,386.799988,386.799988,381.000000,382.540009,371.852875,4149915
2014-06-26,383.049988,387.799988,381.540009,385.519989,374.749603,5944135
2014-06-27,385.690002,387.339996,380.040009,381.839996,371.172394,4505300
2014-06-30,386.399994,390.000000,382.200012,383.769989,373.048492,4887415
2014-07-01,385.600006,387.079987,383.279999,384.010010,373.281830,4136855
2014-07-02,388.000000,388.299988,384.649994,385.369995,374.603790,3797820
2014-07-03,387.399994,389.540009,382.579987,385.140015,374.380249,4618140
2014-07-04,385.000000,389.600006,383.440002,387.179993,376.363220,4327275
2014-07-07,387.500000,388.429993,383.010010,384.600006,373.855316,3179705
2014-07-08,384.760010,385.399994,370.399994,377.649994,367.099457,4531395
2014-07-09,375.980011,382.380005,372.859985,374.720001,364.251343,5950625
2014-07-10,375.019989,387.720001,365.010010,372.410004,362.005890,8857260
2014-07-11,372.019989,375.040009,361.519989,363.329987,353.179535,5105850
2014-07-14,363.559998,372.170013,361.459991,369.320007,359.002197,3296985
2014-07-15,370.970001,380.690002,370.399994,379.779999,369.169983,3557585
2014-07-16,386.480011,395.000000,381.209991,392.760010,381.787323,6120160
2014-07-17,394.000000,394.200012,389.239990,390.839996,379.920959,3613160
2014-07-18,389.000000,401.970001,386.500000,399.160004,388.008545,6500310
2014-07-21,402.799988,407.600006,400.519989,404.670013,393.364624,5750940
2014-07-22,406.880005,407.130005,400.440002,403.260010,391.994019,5523135
2014-07-23,403.760010,408.609985,396.799988,400.010010,388.834778,8698735
2014-07-24,400.000000,402.179993,396.500000,399.339996,388.183502,4828895
2014-07-25,399.799988,401.799988,394.269989,397.149994,386.054688,4277980
2014-07-28,403.450012,407.350006,393.600006,395.350006,384.304993,5838272
2014-07-30,399.899994,403.700012,392.149994,401.700012,390.477600,3945078
2014-07-31,402.000000,403.350006,390.049988,391.649994,380.708313,5899359
2014-08-01,388.000000,397.000000,384.899994,387.000000,376.188263,4556225
2014-08-04,391.700012,394.250000,387.200012,390.850006,379.930695,3189855
2014-08-05,392.500000,395.500000,386.850006,392.950012,381.972076,4565734
2014-08-06,392.000000,392.049988,382.200012,383.200012,372.494415,3328178
2014-08-07,380.049988,386.549988,380.049988,381.100006,370.453094,3629281
2014-08-08,375.000000,377.299988,369.049988,371.000000,360.635254,4082447
2014-08-11,374.000000,377.899994,372.600006,376.750000,366.224640,2245416
2014-08-12,377.000000,383.149994,374.549988,381.850006,371.182129,2849902
2014-08-13,378.149994,380.649994,372.000000,373.899994,363.454224,2422893
2014-08-14,373.500000,379.450012,371.000000,377.799988,367.245270,2695108
2014-08-18,377.799988,396.500000,375.850006,394.700012,383.673126,5628495
2014-08-19,397.299988,401.899994,395.250000,397.850006,386.735138,4398164
2014-08-20,398.399994,398.899994,392.350006,394.200012,383.187134,2593423
2014-08-21,394.799988,402.149994,393.100006,398.649994,387.512756,4041960
2014-08-22,400.000000,405.000000,400.000000,402.799988,391.546844,3805460
2014-08-25,402.500000,407.350006,397.700012,398.750000,387.609985,3188868
2014-08-26,391.000000,400.250000,390.000000,397.600006,386.492126,2960035
2014-08-27,399.049988,402.549988,396.649994,398.750000,387.609985,2117053
2014-08-28,399.500000,401.899994,392.149994,397.250000,386.151886,3524112
2014-09-01,398.950012,406.899994,397.500000,405.399994,394.074188,3827810
2014-09-02,407.000000,411.799988,406.299988,409.250000,397.816650,3827990
2014-09-03,411.000000,414.899994,408.100006,413.700012,402.142365,3913893
2014-09-04,411.399994,417.350006,409.000000,416.399994,404.766907,3577070
2014-09-05,416.000000,419.250000,413.700012,415.950012,404.329468,3236260
2014-09-08,417.649994,423.450012,414.750000,420.750000,408.995361,2644489
2014-09-09,420.700012,422.000000,415.750000,418.700012,407.002655,2014481
2014-09-10,419.000000,419.000000,414.549988,416.500000,404.864136,1554785
2014-09-11,418.399994,423.799988,416.149994,418.500000,406.808197,2920679
2014-09-12,418.000000,419.750000,414.149994,416.950012,405.301544,2314502
2014-09-15,414.899994,414.899994,409.700012,411.649994,400.149597,1665845
2014-09-16,411.000000,414.000000,397.350006,399.149994,387.998810,3811175
2014-09-17,401.000000,402.700012,395.649994,397.950012,386.832336,2328500
2014-09-18,395.600006,406.399994,393.799988,405.299988,393.976990,3458236
2014-09-19,407.700012,410.899994,398.200012,407.649994,396.261353,4701389
2014-09-22,403.799988,412.000000,402.049988,408.200012,396.796021,2407552
2014-09-23,407.000000,409.649994,398.100006,399.100006,387.950195,2235528
2014-09-24,399.000000,400.899994,393.149994,397.000000,385.908844,3007551
2014-09-25,394.500000,395.350006,375.250000,377.850006,367.293884,6647739
2014-09-26,375.000000,391.799988,370.250000,389.549988,378.667023,6000406
2014-09-29,391.700012,391.700012,384.500000,386.049988,375.264771,3209235
2014-09-30,385.000000,385.649994,376.450012,377.700012,367.148102,4660370
2014-10-01,375.600006,381.500000,374.000000,379.950012,369.335205,3024329
2014-10-07,377.500000,384.950012,372.299988,373.600006,363.162628,3348273
2014-10-08,372.750000,380.250000,372.350006,379.000000,368.411774,3182969
2014-10-09,381.000000,389.799988,381.000000,387.399994,376.577087,3069354
2014-10-10,384.000000,384.250000,377.549988,379.200012,368.606201,2560762
2014-10-13,375.950012,389.000000,373.000000,386.899994,376.091034,2666892
2014-10-14,389.200012,400.700012,387.549988,397.100006,386.006104,4935617
2014-10-15,397.100006,397.100006,397.100006,397.100006,386.006104,0
2014-10-16,395.000000,402.450012,390.250000,393.649994,382.652466,4382823
2014-10-17,395.899994,405.000000,394.549988,401.600006,390.380402,4816107
2014-10-20,413.850006,419.399994,410.000000,417.850006,406.176422,6484171
2014-10-21,419.000000,424.799988,418.000000,423.049988,411.231079,3970498
2014-10-22,427.000000,427.899994,419.750000,424.450012,412.592010,2526798
2014-10-27,424.600006,428.950012,420.350006,426.799988,414.876373,2876993
