Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,14.750000,15.400000,14.650000,15.100000,15.100000,1336858
2014-01-02,15.100000,16.000000,15.000000,15.150000,15.150000,2726992
2014-01-03,15.100000,15.750000,14.850000,15.300000,15.300000,2301976
2014-01-06,15.250000,16.100000,15.250000,15.950000,15.950000,2110067
2014-01-07,16.549999,18.049999,15.950000,17.600000,17.600000,14394474
2014-01-08,18.000000,18.250000,16.799999,17.000000,17.000000,7514305
2014-01-09,17.049999,18.200001,16.500000,17.400000,17.400000,7134725
2014-01-10,18.000000,18.400000,16.600000,16.750000,16.750000,5560673
2014-01-13,16.750000,17.100000,16.299999,16.450001,16.450001,2909856
2014-01-14,16.450001,16.549999,15.750000,15.850000,15.850000,1645992
2014-01-15,15.900000,16.200001,15.600000,15.700000,15.700000,2633448
2014-01-16,15.900000,15.900000,15.200000,15.350000,15.350000,1193863
2014-01-17,15.250000,15.450000,14.800000,14.900000,14.900000,1067007
2014-01-20,14.900000,15.150000,14.900000,14.950000,14.950000,762651
2014-01-21,15.050000,15.150000,14.900000,15.000000,15.000000,484082
2014-01-22,15.000000,15.150000,14.800000,14.850000,14.850000,583877
2014-01-23,14.950000,14.950000,14.650000,14.700000,14.700000,500343
2014-01-24,14.750000,15.900000,14.500000,15.400000,15.400000,2758682
2014-01-27,15.400000,16.700001,15.050000,16.000000,16.000000,5117173
2014-01-28,16.000000,16.400000,15.300000,15.450000,15.450000,1784487
2014-01-29,15.650000,15.850000,14.800000,14.950000,14.950000,1265908
2014-01-30,14.750000,15.150000,14.450000,14.650000,14.650000,959761
2014-01-31,15.250000,16.100000,15.250000,15.700000,15.700000,3350049
2014-02-03,15.900000,15.900000,15.000000,15.200000,15.200000,1010481
2014-02-04,15.150000,15.400000,14.800000,15.000000,15.000000,1095669
2014-02-05,15.100000,15.350000,14.900000,14.950000,14.950000,651571
2014-02-06,14.900000,15.450000,14.850000,14.950000,14.950000,950650
2014-02-07,15.100000,15.200000,14.700000,14.750000,14.750000,783379
2014-02-10,14.850000,14.900000,14.650000,14.700000,14.700000,388790
2014-02-11,14.800000,14.850000,14.500000,14.550000,14.550000,628138
2014-02-12,14.600000,14.750000,14.400000,14.450000,14.450000,623372
